username,acctdesc,location,following,followers,totalTweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
DonnieBigBags,"Captain of the $OCEAN Navy and @bag_hunters
My tweets are not investment advice.
Big bags: $OCEAN $CHR $EWT
Join our Telegram discussion: https://t.co/iqWLqvJPsb",On a boat,2547,5263,2920,2016-09-08 00:16:38,2020-07-05 03:11:35,7,Tesla &amp; Some Further Interesting Indirect Connections To The Energy Web Foundation $EWT https://t.co/bWpAWPQbnz,[]
_k0rrup7,💎💰Gem$ Investo🅡 💰💎 All we $ometimes need is a little luck. $RSR $OCEAN $DAG $COTI $UBT $CHR $EWT $MITX $DMG,"Retired2022, Rotterdam, The Netherlands",956,233,2289,2017-06-17 10:34:31,2020-07-05 00:10:02,7,Tesla &amp; Some Further Interesting Indirect Connections To The Energy Web Foundation $EWT https://t.co/bWpAWPQbnz,[]
PedroPorky15,"The love I have for my dog is endless, crypto analyst @ https://t.co/GyS3c0X6Xd","Hobart, Tasmania",40,243,993,2017-03-11 23:13:50,2020-07-04 23:52:05,7,Tesla &amp; Some Further Interesting Indirect Connections To The Energy Web Foundation $EWT https://t.co/bWpAWPQbnz,[]
Terryti14070822,,,80,6,85,2019-07-11 16:42:43,2020-07-04 23:33:30,19,"So, I've become a little obsessed with @MXC_Exchange  and credit to @HerroCrypto , I just went in heavy on $DEXT

🚀100m circ supply
🚀Just over $.01
🚀Just listed on MXC 🚀🚀🚀
🚀Could 20x REAL fast

$dmg $lend #idex $ewt $lcx #bitcoin #alts $comp $bal #defi https://t.co/qIiw1AsLbT",[]
MoggsUk,"British /Irish former soldier,former boxer, former young person ,cancer twice and alive still .",United Kingdom,1508,1857,15711,2014-02-18 18:59:07,2020-07-04 22:30:21,0,"@MoonOverlord $EWT it’s Vodafone, shell and possibly #TESLA","[{'text': 'TESLA', 'indices': [53, 59]}]"
Awesome30079234,Please help support my dream of publishing my novel via the currency of the Internet #Bitcoin Btc: 3BuKtUUkaT83gmuS4QdoNWLkmtUyvyz5Ly   Thank you! Daniel,"Brownville, NY",53,10,166,2020-04-10 19:00:08,2020-07-04 21:32:25,0,If I had the $$ to buy #crypto it would be $eth $link $enj and $ewt,"[{'text': 'crypto', 'indices': [23, 30]}]"
Gambiste1,"Check out the most interesting tweets on Stocks. Beware, I am the greatest stock retweeter of all time. Find hot stocks with @GambisteFinance",,2,6341,800816,2019-06-05 20:33:56,2020-07-04 21:06:47,2,$TSM is going to be a nice tailwind for $EWT if it can keep moving. Always is! 😉,[]
wolky45,BLOCKCHAIN/CRYPTO-MONNAIE,"Abidjan, IVORY COST 🇨🇮❤🇨🇮",3326,269,1529,2013-09-10 08:28:29,2020-07-04 20:51:17,19,"So, I've become a little obsessed with @MXC_Exchange  and credit to @HerroCrypto , I just went in heavy on $DEXT

🚀100m circ supply
🚀Just over $.01
🚀Just listed on MXC 🚀🚀🚀
🚀Could 20x REAL fast

$dmg $lend #idex $ewt $lcx #bitcoin #alts $comp $bal #defi https://t.co/qIiw1AsLbT",[]
Walkawayplan,"Holding: ChainLink (LINK) & Energy Web Token (EWT)
...There are a lot of quality projects out there, but these 2 have captured my attention",Friendship Island,1658,740,4497,2017-06-03 15:10:45,2020-07-04 20:40:38,0,"$EWT probably just more nothing burgers for the project.... 
https://t.co/EeY7VH5vO5",[]
Walkawayplan,"Holding: ChainLink (LINK) & Energy Web Token (EWT)
...There are a lot of quality projects out there, but these 2 have captured my attention",Friendship Island,1658,740,4497,2017-06-03 15:10:45,2020-07-04 20:39:08,2,"Part (1/3) of a new blog series from @energywebx

This short series explains the #EnergyWeb Decentralized Operating System #EWDOS, the utility of $EWT, and how companies benefit from participating in the EW-DOS architecture

https://t.co/pGaUFLP26W https://t.co/zR6Em17eD0","[{'text': 'EnergyWeb', 'indices': [102, 112]}]"
Cool1Dog,"Crypto or die.
Crypto trader & altcoins researcher.
Not financial advisor.
$BTC $ETH $LINK $REN $MANA $RLC $KSM $EWT",,159,52,91,2018-01-25 17:25:05,2020-07-04 20:20:10,1,"Not a bad start dear bags, not bad at all.

$LINK $REN $ZRX $RLC $EWT https://t.co/FdA8DCxV0X",[]
Endo1W,"Care for life, love to eat/travel and spend time w/ friends/family",,145,37,7282,2019-11-28 13:59:26,2020-07-04 20:18:28,2,$TSM is going to be a nice tailwind for $EWT if it can keep moving. Always is! 😉,[]
EightyNineWaves,"Professional forecasts, analytics and trading under the Elliott Wave Principle",,285,2057,1285,2016-07-10 12:56:53,2020-07-04 20:16:46,0,"$ETHUSD
Timeframe: 1H

We continue to be in a flat near the prices shown month ago, so the scenario is confirmed, which was...

Look for details in my telegram channel (link in bio)

#ethusd #Ethereum #eth #crypto #89Waves #ELLIOTTWAVE #EWT #traderlifestyle #finance #money https://t.co/NXs5DCfkTS","[{'text': 'ethusd', 'indices': [183, 190]}, {'text': 'Ethereum', 'indices': [191, 200]}, {'text': 'eth', 'indices': [201, 205]}, {'text': 'crypto', 'indices': [206, 213]}, {'text': '89Waves', 'indices': [214, 222]}, {'text': 'ELLIOTTWAVE', 'indices': [223, 235]}, {'text': 'EWT', 'indices': [236, 240]}, {'text': 'traderlifestyle', 'indices': [241, 257]}, {'text': 'finance', 'indices': [258, 266]}, {'text': 'money', 'indices': [267, 273]}]"
ME_NO_Who,‏رحلة البحث عن روقه ..,Here,745,303,693,2018-02-05 10:09:42,2020-07-04 19:23:55,19,"So, I've become a little obsessed with @MXC_Exchange  and credit to @HerroCrypto , I just went in heavy on $DEXT

🚀100m circ supply
🚀Just over $.01
🚀Just listed on MXC 🚀🚀🚀
🚀Could 20x REAL fast

$dmg $lend #idex $ewt $lcx #bitcoin #alts $comp $bal #defi https://t.co/qIiw1AsLbT",[]
CarlosSemhan,Cripto inversor. Interest in new proyects.,,88,11,114,2020-07-01 12:47:33,2020-07-04 17:51:24,19,"So, I've become a little obsessed with @MXC_Exchange  and credit to @HerroCrypto , I just went in heavy on $DEXT

🚀100m circ supply
🚀Just over $.01
🚀Just listed on MXC 🚀🚀🚀
🚀Could 20x REAL fast

$dmg $lend #idex $ewt $lcx #bitcoin #alts $comp $bal #defi https://t.co/qIiw1AsLbT",[]
PlutusCrypto,"bREathing crypto,shinning light,expanding consciousness,sharing all awaREness",Forest and mountain spring/lake,3324,1282,12514,2018-05-03 12:21:15,2020-07-04 17:09:58,0,"@QuintenFrancois agreed 3rd wheel but am real interested 2 see top 10-20 and what projects will be close 2 $LINK sure hope xrp,eos,bch,bsv,ada,trx an shit like that goes lower,wayyy lower

maybe $UBT or $EWT? or $RLC my fav...",[]
Walkawayplan,"Holding: ChainLink (LINK) & Energy Web Token (EWT)
...There are a lot of quality projects out there, but these 2 have captured my attention",Friendship Island,1658,740,4497,2017-06-03 15:10:45,2020-07-04 17:01:17,0,"Equinor, Total, Shell, GridX, Wipro... $EWT has them all in the EnergyWeb
https://t.co/r4YOvXRwVy",[]
rifaldie007,,,34,3,51,2018-11-04 10:44:23,2020-07-04 16:34:03,4,"Once $ALTS market cap crosses ~$110 billion, #ALTSEASON will really start.

Noobs don’t get it yet, thinking 10-40% gains in 24h are huge.

If you followed @Crypto_Bitlord you would have picked some $ALTS since months.

Watch closely #Polkadot ecosystem too. $DOT $KSM $EWT","[{'text': 'ALTSEASON', 'indices': [63, 73]}]"
jvst_g,hoes mad,"Atlanta, GA",51,94,633,2013-01-22 02:25:24,2020-07-04 16:06:56,0,"@givingitawaynow You're in binnenhof , netherlands.
Farmers put pressure to politicians there 2 days ago. 
About your wife man, nobody cares. Illerevant question. 

pay up. $ewt",[]
curelibrary,"Linux Geek, Web Developer, Email Provider, Businessman, Engineer, REAL Free Healer, Paleo Dieter, Pro-Life, Pro-Family, Truther, Ripple-XRP Fan",,341,196,3925,2008-09-29 14:03:25,2020-07-04 15:44:34,4,"Once $ALTS market cap crosses ~$110 billion, #ALTSEASON will really start.

Noobs don’t get it yet, thinking 10-40% gains in 24h are huge.

If you followed @Crypto_Bitlord you would have picked some $ALTS since months.

Watch closely #Polkadot ecosystem too. $DOT $KSM $EWT","[{'text': 'ALTSEASON', 'indices': [63, 73]}]"
Geralt210,F,,19,5,98,2020-03-29 17:57:42,2020-07-04 15:20:30,12,"🔥 interview with @DJohnstonEC from @GetPegNet &amp; @TomHeavey_ 

$peg is fully #decentralised anyone can contribute &amp; there isnt even a centralised team

Full vid ⬇️
https://t.co/jlYouQLnny

#BTC #Bitcoin #Crypto #DeFi @Citexofficial $peg $rune $trb $rsr $vra $ewt @AlexSaundersAU https://t.co/Z5TKFwgpyJ","[{'text': 'decentralised', 'indices': [99, 113]}]"
BCBerkann,Muslim - Turk - Galatasaray fan - B,"Antwerpen, België",227,452,55466,2011-08-22 19:36:19,2020-07-04 14:09:37,0,@SniperZero Thoughts on $EWT,[]
DDKeenan88,"CPA, CA with a passion for investing and mixed martial arts. Zen in life, Zen in investing. Long on disruptors. Tweets are my opinion only.",,999,176,1614,2011-01-07 04:20:51,2020-07-04 14:03:56,1,"$Ewt nothing to see here.... just... you know....

https://t.co/iBlYPZLXPk",[]
UltraOceanWhale,🌊 $OCEAN 🎮 $UOS ⬢ $LINK  ⚛ $ATOM ₳ $ADA 🤖 $IOTA 🌐 $QNT 🇸🇬 $ZIL 🇰🇷 $ICX ⚡ $EWT  🗒 $UBT 🇪🇺 $FET ⛓ $MRPH $TRAC $TFD $AGI $VXV $ERD $FTM $MITX $IRIS $RLC,The Oasis,370,1202,13020,2019-04-14 14:03:21,2020-07-04 13:38:35,0,I love how each project has their die hard fans and followers. Those who understand the tech and its possibilities for the 4IR. $XRP $LINK $IOTA $OCEAN $EWT,[]
L59VegeFjsgkr2u,Professor of flipping tokens and making money,,556,66,49,2020-05-28 09:31:07,2020-07-04 12:46:32,19,"So, I've become a little obsessed with @MXC_Exchange  and credit to @HerroCrypto , I just went in heavy on $DEXT

🚀100m circ supply
🚀Just over $.01
🚀Just listed on MXC 🚀🚀🚀
🚀Could 20x REAL fast

$dmg $lend #idex $ewt $lcx #bitcoin #alts $comp $bal #defi https://t.co/qIiw1AsLbT",[]
gemhodlr,blockchain 💎 with solid FA,,556,349,16380,2016-07-05 04:26:01,2020-07-04 12:29:39,19,"So, I've become a little obsessed with @MXC_Exchange  and credit to @HerroCrypto , I just went in heavy on $DEXT

🚀100m circ supply
🚀Just over $.01
🚀Just listed on MXC 🚀🚀🚀
🚀Could 20x REAL fast

$dmg $lend #idex $ewt $lcx #bitcoin #alts $comp $bal #defi https://t.co/qIiw1AsLbT",[]
MiguelLuisPrado,,,50,34,597,2012-06-19 20:54:01,2020-07-04 12:23:19,19,"So, I've become a little obsessed with @MXC_Exchange  and credit to @HerroCrypto , I just went in heavy on $DEXT

🚀100m circ supply
🚀Just over $.01
🚀Just listed on MXC 🚀🚀🚀
🚀Could 20x REAL fast

$dmg $lend #idex $ewt $lcx #bitcoin #alts $comp $bal #defi https://t.co/qIiw1AsLbT",[]
CryptoNat2,Blockchain Enthusiast and Quamfy Believer,,227,126,764,2018-07-26 15:57:05,2020-07-04 12:19:53,28,"This is so dope! 

Gateways incentivized to hold as much $QNT as possible.
Restest is where you buy.. Thanks panic sellers and swing traders for giving me cheap Qnties.. 😅
The more I accumulate, the better gateways 🚀🚀
$btc $eth $link $xrp $zil $rsr $ocean $ewt #bitcoin$crypto https://t.co/54pI7QICLF",[]
DEXToolsApp,Assistant App for Trading,,781,2317,78,2020-06-05 21:54:49,2020-07-04 12:16:49,19,"So, I've become a little obsessed with @MXC_Exchange  and credit to @HerroCrypto , I just went in heavy on $DEXT

🚀100m circ supply
🚀Just over $.01
🚀Just listed on MXC 🚀🚀🚀
🚀Could 20x REAL fast

$dmg $lend #idex $ewt $lcx #bitcoin #alts $comp $bal #defi https://t.co/qIiw1AsLbT",[]
e1revoltoso,,san junipero,445,706,2959,2017-12-13 20:15:04,2020-07-04 12:09:56,19,"So, I've become a little obsessed with @MXC_Exchange  and credit to @HerroCrypto , I just went in heavy on $DEXT

🚀100m circ supply
🚀Just over $.01
🚀Just listed on MXC 🚀🚀🚀
🚀Could 20x REAL fast

$dmg $lend #idex $ewt $lcx #bitcoin #alts $comp $bal #defi https://t.co/qIiw1AsLbT",[]
DelosJez,Crypto Trader,,166,26,234,2020-04-02 00:09:32,2020-07-04 12:06:47,19,"So, I've become a little obsessed with @MXC_Exchange  and credit to @HerroCrypto , I just went in heavy on $DEXT

🚀100m circ supply
🚀Just over $.01
🚀Just listed on MXC 🚀🚀🚀
🚀Could 20x REAL fast

$dmg $lend #idex $ewt $lcx #bitcoin #alts $comp $bal #defi https://t.co/qIiw1AsLbT",[]
anantht1,,,198,86,335,2011-06-27 19:44:13,2020-07-04 11:52:14,0,@LynAldenContact $EWT fits here.,[]
Teutonium,"#Bitcoin

Not Financial Advice $BTC $VET $ETH $CEL $LINK $TFD $BAT

#Celsians
I am for unbiased information

Everything I say are just opinions!",,1591,480,4747,2018-01-01 17:12:07,2020-07-04 11:27:22,0,"@RealTacoCrypto low-cap coins which might have a future(don't hold any but they are on my ""to buy a small bag"" list:
$COTI, already has merchants using it, buybacks and burns
$MTC, healthcare for the world with buybacks from medical data selling
Been hearing about $EWT, haven't done any research",[]
dominach,,,49,30,2197,2009-05-12 11:15:11,2020-07-04 11:11:03,0,@jimcramer What do you think of $EWT?,[]
rmill42,"₿itcoin/Alt Coin Trader, Electrical Engineer & IT Professional.
ETH: 0x832bd5e182fA61D05974B547310B386c4CA040Ce
BTC: bc1q9mdyzylgnws6jxfwda9sucav4gulwehlc0mcwr","Brisbane, Australia",438,101,1371,2009-10-15 05:34:32,2020-07-04 10:53:53,4,"Once $ALTS market cap crosses ~$110 billion, #ALTSEASON will really start.

Noobs don’t get it yet, thinking 10-40% gains in 24h are huge.

If you followed @Crypto_Bitlord you would have picked some $ALTS since months.

Watch closely #Polkadot ecosystem too. $DOT $KSM $EWT","[{'text': 'ALTSEASON', 'indices': [63, 73]}]"
JanStolarik,,Czech Republic,25,18,25,2010-11-09 09:26:35,2020-07-04 10:52:25,0,"@CryptoGodfatha $ewt, $ocean, $vet - real use case, big partnership, not listed on big stocks, hodl for long term

$sxp - binance will confirm official cooperation in the near future, massive fomo awaited

anyway dyor :)",[]
dominach,,,49,30,2197,2009-05-12 11:15:11,2020-07-04 10:30:26,0,@Ann59291401 @michaelsantoli I’ll look into those.  Check out $EWT. It just broke out.  Strong economy. No COVID,[]
Xiaohan97,Content is King,,175,319,3335,2013-08-06 05:55:45,2020-07-04 10:07:42,3,This is massive $ewt https://t.co/L13rhkqhhN,[]
beesondenmark,$BTC $ETH $LINK $UBT $EWT $KSM $OCEAN $MITx $KNC $SNX $LRC $MKR,,127,7,33,2019-12-13 12:44:14,2020-07-04 10:07:07,0,"@LizBitcoin I have one!! Circulating supply is 1. $BTL (BitcoinLiz). Now that’s a real gem 😁

Other than that, I have filled a long term bag of $EWT ⚡️ Energy Web Token.",[]
CryptoSimeej,"Bon Vivant
$EWT",Germany,99,57,233,2012-03-30 13:56:49,2020-07-04 09:20:27,13,"@CoinbasePro  @coinbase  @krakenfx  @kucoincom 

Can one of you list $EWT 

If not my only option is @UniswapProtocol for the #ethereum of energy ?

Stop listing shitcoins for 1 minute and do this",[]
Gambiste1,"Check out the most interesting tweets on Stocks. Beware, I am the greatest stock retweeter of all time. Find hot stocks with @GambisteFinance",,2,6341,800816,2019-06-05 20:33:56,2020-07-04 09:14:26,28,"""So if you're Looking for an Entity  who is in a position to become the 1st fully licensed #SecurityTokenExchange, $LCX is hitting all the goals to make them the 1st company to make it a reality""

$LINK $CHX $COTI $XDB $DAG $OCEAN $AKRO $NOIA $EWT $UBT $QNT $RUNE $TRB $CHR $KAI https://t.co/CgMnBwkYdR","[{'text': 'SecurityTokenExchange', 'indices': [105, 127]}]"
MateuszWisnie15,"4IR? Blockchain? Do not want to miss that. $LINK

The Content is for informational purposes only. Not financial advice.","Rugby, England",245,55,435,2018-01-15 13:38:39,2020-07-04 09:08:07,0,"Have anyone heard about $EWT? Heard some rumors that @elonmusk has something to do with it. It has pretty nice run since April. What are your thoughts $LINK marines? 
https://t.co/VVEDz1ZSL5",[]
paratr00p,long @polkadotnetwork and @kusamanetwork,,285,110,128,2020-02-27 08:38:26,2020-07-04 09:03:05,4,"Once $ALTS market cap crosses ~$110 billion, #ALTSEASON will really start.

Noobs don’t get it yet, thinking 10-40% gains in 24h are huge.

If you followed @Crypto_Bitlord you would have picked some $ALTS since months.

Watch closely #Polkadot ecosystem too. $DOT $KSM $EWT","[{'text': 'ALTSEASON', 'indices': [63, 73]}]"
drajne,,,111,33,531,2019-07-17 20:55:10,2020-07-04 08:30:37,1,"VID app TIME!!! 🔥🚀

Learn it, so can jump on this rocket now.👇🏼👇🏼👇🏼
—
$ghost $chz $kai $frm $dext $lcx $rune $coti $ogn $lend $orn $ava $chr $dag $utk $rvx $ewt $dmg $btc $vi $eth $rsr $aleph $ksm $bal $ksm https://t.co/P4myJvUl99",[]
Walkawayplan,"Holding: ChainLink (LINK) & Energy Web Token (EWT)
...There are a lot of quality projects out there, but these 2 have captured my attention",Friendship Island,1658,740,4497,2017-06-03 15:10:45,2020-07-04 08:28:00,0,"$EWT meanwhile, waiting for people to realize it is the added solution to amend the debacle &amp; possibly profit #crypto #4IR
https://t.co/GBOdI17Cny","[{'text': 'crypto', 'indices': [114, 121]}, {'text': '4IR', 'indices': [122, 126]}]"
marekjepan,,,320,20,260,2018-11-09 11:42:16,2020-07-04 08:27:02,19,"So, I've become a little obsessed with @MXC_Exchange  and credit to @HerroCrypto , I just went in heavy on $DEXT

🚀100m circ supply
🚀Just over $.01
🚀Just listed on MXC 🚀🚀🚀
🚀Could 20x REAL fast

$dmg $lend #idex $ewt $lcx #bitcoin #alts $comp $bal #defi https://t.co/qIiw1AsLbT",[]
Walkawayplan,"Holding: ChainLink (LINK) & Energy Web Token (EWT)
...There are a lot of quality projects out there, but these 2 have captured my attention",Friendship Island,1658,740,4497,2017-06-03 15:10:45,2020-07-04 07:54:37,1,"$Ewt nothing to see here.... just... you know....

https://t.co/iBlYPZLXPk",[]
CryptoYagami,"In #Crypto since 2016, Found a Pump Note, Holder, Trader, Turned $25k into $820k, ₿ #Bitcoin $BTC $ETH $LINK $ADA $HBAR $TOMO $DOT $KSM $EWT $UOS $RLC",東京都,97,577,2968,2018-05-08 22:04:14,2020-07-04 07:25:46,4,"Once $ALTS market cap crosses ~$110 billion, #ALTSEASON will really start.

Noobs don’t get it yet, thinking 10-40% gains in 24h are huge.

If you followed @Crypto_Bitlord you would have picked some $ALTS since months.

Watch closely #Polkadot ecosystem too. $DOT $KSM $EWT","[{'text': 'ALTSEASON', 'indices': [45, 55]}, {'text': 'Polkadot', 'indices': [234, 243]}]"
Tom76903506,,,185,23,2022,2018-07-04 22:47:23,2020-07-04 06:59:44,12,"🔥 interview with @DJohnstonEC from @GetPegNet &amp; @TomHeavey_ 

$peg is fully #decentralised anyone can contribute &amp; there isnt even a centralised team

Full vid ⬇️
https://t.co/jlYouQLnny

#BTC #Bitcoin #Crypto #DeFi @Citexofficial $peg $rune $trb $rsr $vra $ewt @AlexSaundersAU https://t.co/Z5TKFwgpyJ","[{'text': 'decentralised', 'indices': [99, 113]}]"
gikku09,,,86,13,66,2012-07-06 10:08:59,2020-07-04 06:59:23,0,"@givingitawaynow What's this then ? LOL
$EWT has the best team and one of the best community! 
🙌🙌 https://t.co/9T7WXeXGVo",[]
thepick01,"Dubai🇦🇪 based Real Estate Agent 🏡
Golf ⛳ Liverpool FC ⚽ and Crypto fanatic (XRP, DGTX, XDCe, DENT 😉)","Dubai, UAE",534,362,1531,2010-03-11 20:25:46,2020-07-04 06:55:36,3,"I’ve been here years. 

Everyone has been harping on about ALTseason for so bloody long. 

Zoom out, and take a closer look 👀 

It’s here mofo’s, you’re just looking the wrong way 

$RUNE $QNT $XDCE $EWT $LINK $TOMO $BNT https://t.co/xNaryVkz5A",[]
acabhishek400,,"Thane, India",1722,257,1641,2013-12-29 17:51:40,2020-07-04 06:05:52,19,"So, I've become a little obsessed with @MXC_Exchange  and credit to @HerroCrypto , I just went in heavy on $DEXT

🚀100m circ supply
🚀Just over $.01
🚀Just listed on MXC 🚀🚀🚀
🚀Could 20x REAL fast

$dmg $lend #idex $ewt $lcx #bitcoin #alts $comp $bal #defi https://t.co/qIiw1AsLbT",[]
MethPray,Buy $ETH to finance Vitaliks costly addiction.,,840,137,127,2020-04-30 17:44:06,2020-07-04 05:54:33,19,"So, I've become a little obsessed with @MXC_Exchange  and credit to @HerroCrypto , I just went in heavy on $DEXT

🚀100m circ supply
🚀Just over $.01
🚀Just listed on MXC 🚀🚀🚀
🚀Could 20x REAL fast

$dmg $lend #idex $ewt $lcx #bitcoin #alts $comp $bal #defi https://t.co/qIiw1AsLbT",[]
BrizendineSean,BLOCKCHAIN TECHNOLOGY RESEARCHER SINCE 2011| SENIOR ADVISOR 1IRSTCOIN | BLOCKCHAIN DIRECTOR SECUREX,"San Francisco, CA",315,5258,67712,2019-04-24 06:24:22,2020-07-04 05:38:14,12,"🔥 interview with @DJohnstonEC from @GetPegNet &amp; @TomHeavey_ 

$peg is fully #decentralised anyone can contribute &amp; there isnt even a centralised team

Full vid ⬇️
https://t.co/jlYouQLnny

#BTC #Bitcoin #Crypto #DeFi @Citexofficial $peg $rune $trb $rsr $vra $ewt @AlexSaundersAU https://t.co/Z5TKFwgpyJ","[{'text': 'decentralised', 'indices': [99, 113]}]"
DJohnstonEC,"Coined the term ""Dapps"". Currently in the process of Decentralizing Everything.",Moving to Crypto Valley,3090,6452,4644,2009-04-17 18:05:41,2020-07-04 05:25:39,12,"🔥 interview with @DJohnstonEC from @GetPegNet &amp; @TomHeavey_ 

$peg is fully #decentralised anyone can contribute &amp; there isnt even a centralised team

Full vid ⬇️
https://t.co/jlYouQLnny

#BTC #Bitcoin #Crypto #DeFi @Citexofficial $peg $rune $trb $rsr $vra $ewt @AlexSaundersAU https://t.co/Z5TKFwgpyJ","[{'text': 'decentralised', 'indices': [99, 113]}]"
CryptoMamad,Li₿eⓇty Lover Ⓐ | Crypto/Blockchain Enthusiast | $AMPL Λ $RUNE ⚡️(ᚱ) $DMG 🦅,Air,619,74,1483,2020-02-22 20:50:16,2020-07-04 04:53:27,28,"""So if you're Looking for an Entity  who is in a position to become the 1st fully licensed #SecurityTokenExchange, $LCX is hitting all the goals to make them the 1st company to make it a reality""

$LINK $CHX $COTI $XDB $DAG $OCEAN $AKRO $NOIA $EWT $UBT $QNT $RUNE $TRB $CHR $KAI https://t.co/CgMnBwkYdR","[{'text': 'SecurityTokenExchange', 'indices': [105, 127]}]"
Ziga85959419,Da,Republic of Slovenia,185,51,323,2018-01-10 12:06:33,2020-07-04 04:48:39,0,"I know Joe for about 3 years, he is giving professional TA for free almost every day, 30years of trading if i remembering correctly, follow him, he deserves much more followers. $btc #btc   $rsr $qnt $ocean $ewt $link https://t.co/BsLqM1jYYF","[{'text': 'btc', 'indices': [183, 187]}]"
adoudble212,"Head of Business Intelligence for a Fortune 500 company.

$STAKE $RUNE $FRM $RVX",NYC,182,2118,11923,2018-11-08 20:18:57,2020-07-04 04:08:57,19,"So, I've become a little obsessed with @MXC_Exchange  and credit to @HerroCrypto , I just went in heavy on $DEXT

🚀100m circ supply
🚀Just over $.01
🚀Just listed on MXC 🚀🚀🚀
🚀Could 20x REAL fast

$dmg $lend #idex $ewt $lcx #bitcoin #alts $comp $bal #defi https://t.co/qIiw1AsLbT",[]
SohailA28581489,,,194,154,5123,2018-02-24 07:27:58,2020-07-04 03:27:22,19,"So, I've become a little obsessed with @MXC_Exchange  and credit to @HerroCrypto , I just went in heavy on $DEXT

🚀100m circ supply
🚀Just over $.01
🚀Just listed on MXC 🚀🚀🚀
🚀Could 20x REAL fast

$dmg $lend #idex $ewt $lcx #bitcoin #alts $comp $bal #defi https://t.co/qIiw1AsLbT",[]
spanglishincpt,Fuel oil trader - novice crypto trader - bunker operations founder,Cape Town / london ,519,188,3598,2012-05-16 16:09:12,2020-07-04 03:04:25,19,"So, I've become a little obsessed with @MXC_Exchange  and credit to @HerroCrypto , I just went in heavy on $DEXT

🚀100m circ supply
🚀Just over $.01
🚀Just listed on MXC 🚀🚀🚀
🚀Could 20x REAL fast

$dmg $lend #idex $ewt $lcx #bitcoin #alts $comp $bal #defi https://t.co/qIiw1AsLbT",[]
JorgeOcampo41,,"Pereira, Colombia",625,58,2256,2009-06-05 17:33:29,2020-07-04 01:10:33,19,"So, I've become a little obsessed with @MXC_Exchange  and credit to @HerroCrypto , I just went in heavy on $DEXT

🚀100m circ supply
🚀Just over $.01
🚀Just listed on MXC 🚀🚀🚀
🚀Could 20x REAL fast

$dmg $lend #idex $ewt $lcx #bitcoin #alts $comp $bal #defi https://t.co/qIiw1AsLbT",[]
IoTElectric,IoT & Crypto Serious. Creator of Light. Optimization. 6th Gen Bay Area. Gold Blooded. #StackSats #LongCrypto #FullyOptimized #GreatAwakening,"San Francisco, CA",722,217,2120,2018-07-29 18:53:15,2020-07-04 01:07:40,10,$EWT If you think the energy sector is going nowhere and your invested in the wrong cryoto project let this sink in for a minute https://t.co/1P9FAVfP0T,[]
McFlyASF,2047 🚀 2020 BTC: 3GQpwVSPtVsjdKxN4QVWkzbk7iwRKN76za,Hildale ,4677,945,6214,2012-06-10 04:05:21,2020-07-04 01:04:35,0,"Love #bitcoin, $enj, $dgb, $daps

Really like $eth, $link, $ewt

Flirty with $kyber","[{'text': 'bitcoin', 'indices': [5, 13]}]"
DvanDanny,,,1021,87,2352,2018-01-27 18:13:42,2020-07-04 00:59:13,13,"@CoinbasePro  @coinbase  @krakenfx  @kucoincom 

Can one of you list $EWT 

If not my only option is @UniswapProtocol for the #ethereum of energy ?

Stop listing shitcoins for 1 minute and do this",[]
_mxcb,crypto believer | main Twitter: @mexicocityblues,Mexico City,319,300,259,2009-12-22 01:13:23,2020-07-04 00:49:44,19,"So, I've become a little obsessed with @MXC_Exchange  and credit to @HerroCrypto , I just went in heavy on $DEXT

🚀100m circ supply
🚀Just over $.01
🚀Just listed on MXC 🚀🚀🚀
🚀Could 20x REAL fast

$dmg $lend #idex $ewt $lcx #bitcoin #alts $comp $bal #defi https://t.co/qIiw1AsLbT",[]
NaNa7A2,Not here for any type of Financial & Investment advice. Always DYOR.,,417,43,877,2016-09-25 06:17:29,2020-07-04 00:44:16,19,"So, I've become a little obsessed with @MXC_Exchange  and credit to @HerroCrypto , I just went in heavy on $DEXT

🚀100m circ supply
🚀Just over $.01
🚀Just listed on MXC 🚀🚀🚀
🚀Could 20x REAL fast

$dmg $lend #idex $ewt $lcx #bitcoin #alts $comp $bal #defi https://t.co/qIiw1AsLbT",[]
Bullrun_Gravano,"Investor | Margin Trader | $EWT | $DMG Underboss | 

Join us: https://t.co/pZqPQojAiG",,105,3367,8768,2018-05-23 19:14:21,2020-07-04 00:38:18,19,"So, I've become a little obsessed with @MXC_Exchange  and credit to @HerroCrypto , I just went in heavy on $DEXT

🚀100m circ supply
🚀Just over $.01
🚀Just listed on MXC 🚀🚀🚀
🚀Could 20x REAL fast

$dmg $lend #idex $ewt $lcx #bitcoin #alts $comp $bal #defi https://t.co/qIiw1AsLbT","[{'text': 'idex', 'indices': [205, 210]}, {'text': 'bitcoin', 'indices': [221, 229]}, {'text': 'alts', 'indices': [230, 235]}, {'text': 'defi', 'indices': [247, 252]}]"
Cryptoutsorcing,"Crypto MA, TA & shit posting
DEX/DeFi live support outsourcing
Also on GAB @CryptoOutsourcing",Asia,190,1287,11829,2017-11-09 03:39:05,2020-07-04 00:05:15,0,"ChicoCrypto (who has been banned off Twitter) is one of my 3 favourites Crypto Videos guys.

$EWT is going to be huge in 2020-21 🧐

https://t.co/zkuUnP0ult",[]
