username,acctdesc,location,following,followers,totalTweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
tradersreport,Der tradersreport bietet seinen Lesern innovative und nachvollziehbare Anlage- und Tradingmöglichkeiten.,worldwide,3466,3085,57740,2009-02-08 19:12:57,2020-07-07 15:18:35,1,"$TEL's Aroon indicator reaches into Uptrend on June 16, 2020. View odds for this and other indicators: https://t.co/7GQBQTOnnM #TEConnectivityLtdRegisteredShares #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/nlC4S0QIVN",[]
Tickeron,Follow us to receive trading signals from our A.I.,"Sunnyvale, CA",788,4919,688912,2011-09-16 20:46:39,2020-07-07 15:14:23,1,"$TEL's Aroon indicator reaches into Uptrend on June 16, 2020. View odds for this and other indicators: https://t.co/7GQBQTOnnM #TEConnectivityLtdRegisteredShares #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/nlC4S0QIVN","[{'text': 'TEConnectivityLtdRegisteredShares', 'indices': [127, 161]}, {'text': 'stockmarket', 'indices': [162, 174]}, {'text': 'stock', 'indices': [175, 181]}, {'text': 'technicalanalysis', 'indices': [182, 200]}, {'text': 'money', 'indices': [201, 207]}, {'text': 'trading', 'indices': [208, 216]}, {'text': 'investing', 'indices': [217, 227]}, {'text': 'daytrading', 'indices': [228, 239]}, {'text': 'news', 'indices': [240, 245]}, {'text': 'today', 'indices': [246, 252]}]"
fxqueen29500H,For CRYPTO SIGNALS: https://t.co/VOko3Gq52d and For FOREX SIGNALS: https://t.co/ReyJxe5rm8,,3,40,383,2020-02-18 18:05:42,2020-07-07 15:13:49,1,"$LINK TP1 hit 17% Profit so far 🔥👌🏻

Free crypto channel, Join https://t.co/2caDVAt0PJ

$CNX $MOD $ETH $BANCA $UPP $EDR $ELF $DATA $VIA $SNM #bitcoin $BTC $KICK #CRYPTO $TEL #ethereum $TRUE $POE $OCN 73173 https://t.co/qZ0ln94tvd","[{'text': 'bitcoin', 'indices': [141, 149]}, {'text': 'CRYPTO', 'indices': [161, 168]}, {'text': 'ethereum', 'indices': [174, 183]}]"
D6ZzitkRBDTEZ1e,,,0,0,3,2020-07-06 18:18:19,2020-07-07 15:12:50,0,@Panama_TJ Ethereum coin users will now be able to receive free bonuses in Basic Attention Token (BAT) tokens to @Airdrop_BAT their coins. ( $OAX $CNX $XRP $TEL $UPP $LINK $MOD $OCP ),[]
SwingTradeBot,Swing Trade Bot was created to help you stay on top of the market. It helps you find entries as well as exits.,,74,7268,377075,2014-04-01 21:39:15,2020-07-07 15:03:16,0,20 DMA Support today: $QUOT $TEL $EXEL $SSL $NHC $CTT $NFH $LEVI $NKE $CSPR $LEDS $CERN $ABC $DNLI $GORO $BHAT $AWI $STKL $RY $CSCO ... https://t.co/deOpbNqdR6,[]
paddystash,Crypto enthusiast | Lion Tamer | Memory Surgeon | All posts are my opinion and not investment advice | Link to my telegram https://t.co/UGzaok4vwF,"East Coast, USA",1482,14382,26082,2017-04-06 18:45:02,2020-07-07 14:01:38,0,"Still waiting to hear something from the team as the price continues to deteriorate.  The big question is will this 2 sat range hold or will it make its 453rd lower low and fall back to previous support or lower? Or, is it possible $TEL makes its FIRST ever higher low? https://t.co/S9HrJ02wal",[]
glareone,Tweets are opinions not investment advice. Find it first that is my motto! #FINDITFIRST,,59,772,11327,2012-12-11 18:40:01,2020-07-07 13:56:31,0,$TEL Daily chart 💡↗️ https://t.co/CH4Bbjr1oQ,[]
Titan777771,,,5,0,166,2020-06-20 03:14:19,2020-07-07 13:25:25,0,"@officialmcafee @theemrsmcafee (~ $115) free of charge. If you 10 ETH, the bonus will be 4000 BAT coins ($1200) $vidt $vra $tel $coti $dag $rsr $chz $xrp $eth $ada $trx $lit $lto $olt $link $poly $neo $ogn $eos $hbar $chr $soul $fet $btc $matic",[]
umvelinqangi,Stick to Bitcoin. $BTC,,667,274,9520,2017-12-14 12:32:27,2020-07-07 11:27:09,0,April’s gains erased $TEL,[]
Aleksey55427472,,"Москва, Россия",276,37,1185,2018-07-18 20:46:51,2020-07-07 10:59:49,0,@Fubbling @Cryptochiller @BAT_Airdrop and now the free distribution of Basic Attention Token (BAT) coins began:) Suddenly and very pleasant! $vidt $vra $tel $coti $dag $rsr $chz $xrp $eth $ada $trx $lit $lto $olt $link $poly $neo $ogn $eos $hbar $chr $soul $fet $btc $matic,[]
AmeroMoney,Owner of Higher Design Barber Studio💈 ✂️ (2 Locations) 10 south Queen st. York pa 17403 also 2899 Whiteford rd. York pa 17402,"Pennsylvania, USA",1208,1559,29087,2009-08-01 10:14:55,2020-07-07 10:52:30,2,Telcoin $tel has something very interesting happening. I’m sure of it. All this fud and silence is deafening. This will turn out to be a massive pump to the celestial realms.,[]
sunshineavenue8,,,1,184,88671,2017-12-07 16:17:02,2020-07-07 10:17:02,0,short ratio interest of $GLW is 2.38 at 2019-05-31 https://t.co/MbEjvi5fa6 $TEL 2.66,[]
TelcoinDaily,Shares the price and relevant information about #Telcoin every day #TEL | $TEL | #FinancialInclusion | #Fintech | #Blockchain | #Crypto #SendMoneySmarter,Server,234,552,1844,2019-01-15 09:52:17,2020-07-07 10:00:03,0,"Sats: 0.00000002 BTC

24h change: (-4.93%)

USD: $0.000183
MarketCap: (933.18069551 BTC - 36,789 ETH)
Volume: $71,661.29 USD
Circulating Supply: 47,245,810,799 TEL

$TEL #TEL #Telcoin @Telcoin_team #SendMoneySmarter #FinTech #FinancialInclusion","[{'text': 'TEL', 'indices': [170, 174]}, {'text': 'Telcoin', 'indices': [175, 183]}, {'text': 'SendMoneySmarter', 'indices': [198, 215]}, {'text': 'FinTech', 'indices': [216, 224]}, {'text': 'FinancialInclusion', 'indices': [225, 244]}]"
Reece92au,"Little bit of this, little bit of that.",Australia,38,3,176,2017-06-12 13:47:04,2020-07-07 09:47:08,0,@telcoin_team uhhhh how long does it take to write up an update to your ICO investors? Get your shit together. #telcoin,"[{'text': 'telcoin', 'indices': [111, 119]}]"
Paul697Batito,"Entrepreneur and crypto investor. Stocks and Cryptocurrency Trader (Swing, Day, and Long #tel #tel #tel","Languedoc-Roussillon, France",177,207,8663,2017-12-23 22:23:53,2020-07-07 09:42:57,3,"Well, someone just market bought about 50,000,000 on 1 buy.. Biggest single buy we've seen in weeks.. It also cleared out all resistance back to 2.10++  Solid! Mabe thats a sign of whats to come?  $TEL",[]
phen0480,stock market trader,"Cotabato City, Philippines",29,124,94240,2013-07-16 13:33:09,2020-07-07 09:42:53,1,"After breaking out yesterday, I hope $TEL closes with a better looking candle than this.",[]
Del_Ryp,"Wheeler-Dealer in the cryptocurrency markets. | He who dares wins, he who hesitates don’t. | Demoillionaire | Hexillionaire | Telillionaire |",,582,600,20404,2016-09-22 21:32:46,2020-07-07 09:25:08,0,@kucoincom Let me $TEL you relist $SPHTX,[]
Del_Ryp,"Wheeler-Dealer in the cryptocurrency markets. | He who dares wins, he who hesitates don’t. | Demoillionaire | Hexillionaire | Telillionaire |",,582,600,20404,2016-09-22 21:32:46,2020-07-07 07:54:28,0,@moonshilla Let me $TEL you what you ain’t $ERD about $HEX 🚀🌒,[]
cryptoexp70924,For CRYPTO SIGNALS: https://t.co/VOko3Gq52d and For FOREX SIGNALS: https://t.co/ReyJxe5rm8,,3,79,1249,2019-01-21 17:34:26,2020-07-07 07:37:20,0,"$LINK TP1 hit 17% Profit so far 🔥👌🏻

For more Free signals, Join https://t.co/R8LQt0Wgfp

$SNM $UPP $AMB $THETA $EDG $BTC $MOD $TEL #ethereum $PIVX #bitcoin $ETH $BTS $CNX #CRYPTO $EMC $VIA $KICK $ELF 63551 https://t.co/t4i6NE7TbT","[{'text': 'ethereum', 'indices': [132, 141]}, {'text': 'bitcoin', 'indices': [148, 156]}, {'text': 'CRYPTO', 'indices': [172, 179]}]"
cryptoexp00564,For CRYPTO SIGNALS: https://t.co/VOko3Gq52d and For FOREX SIGNALS: https://t.co/ReyJxe5rm8,,1,74,1236,2019-02-10 05:39:03,2020-07-07 07:13:53,0,"$STEEM All Targets Hit! 30% Profit💥🔥

For more Free signals, Join https://t.co/w8mYrYPoV0

#cryptocurrency $EDG $SNM #bitcoin $LINK $XRP $BTC $SUB $UPP $KICK $BANCA $BTS $CNX $VIA $TRUE $PIVX $EMC $MOD $TEL 82527 https://t.co/agjnbK9hpl","[{'text': 'cryptocurrency', 'indices': [91, 106]}, {'text': 'bitcoin', 'indices': [117, 125]}]"
CryptoZealot1,"Saint Simon, The Zealot.
I don't lose, I either win or I learn. 
#Bitcoin #Ethereum ⟠
$RSR 🅡 $DMG 🦅",,523,223,478,2020-06-13 12:34:07,2020-07-07 06:57:46,0,What ever happened to $TEL? I see many avid $VRA and $XDB bag holders were really bullish on the project but now everyone has moved on or not digging it. Then I saw this... what happened? @microman2020 @crypto_jdc @Bitcoin143 https://t.co/T5EmzTZbP6,[]
LegionX_200,,Milky Way,22,221,10,2010-04-01 10:28:25,2020-07-07 06:00:47,2,Indian Telecom Giant @reliancejio  rumoured to be working  with #Telcoin for their latest product #cryptocurrency #Bitcoin #Crypto,"[{'text': 'Telcoin', 'indices': [64, 72]}, {'text': 'cryptocurrency', 'indices': [98, 113]}, {'text': 'Bitcoin', 'indices': [114, 122]}, {'text': 'Crypto', 'indices': [123, 130]}]"
HODLREKT3,"https://t.co/BSsH3kvOr1
https://t.co/XTSg4TDZIb…",,160,33,266,2019-12-13 18:02:45,2020-07-07 05:00:13,0,Technical Analysis on Telcoin https://t.co/mubi94eLT8 #cryptotrading #altcoins #cryptos #cryptoworld #cryptocurrency #bitcoin #blockchains #cryptocurrencies #crypto #bitcointrading @kucoincom #telcoin @telcoin_team,"[{'text': 'cryptotrading', 'indices': [54, 68]}, {'text': 'altcoins', 'indices': [69, 78]}, {'text': 'cryptos', 'indices': [79, 87]}, {'text': 'cryptoworld', 'indices': [88, 100]}, {'text': 'cryptocurrency', 'indices': [101, 116]}, {'text': 'bitcoin', 'indices': [117, 125]}, {'text': 'blockchains', 'indices': [126, 138]}, {'text': 'cryptocurrencies', 'indices': [139, 156]}, {'text': 'crypto', 'indices': [157, 164]}, {'text': 'bitcointrading', 'indices': [165, 180]}, {'text': 'telcoin', 'indices': [192, 200]}]"
CCribz,🧠#Crypto #Blockchain advocate & educator | 🔎Vision on #Fintech| 🇻🇪🇪🇸🇱🇺 |🌴Enjoying life. Plan ₳ / ₿ / C,Nederland,1096,948,14413,2018-05-28 14:29:33,2020-07-07 04:25:15,0,@JTQuigley How is #Telcoin going?,"[{'text': 'Telcoin', 'indices': [18, 26]}]"
Pizza_Trader,"I'm a christian, husband & a father. A stock trader who can’t see the future & neither can you. Anybody who says otherwise is probably trying to sell something.",,629,2438,10382,2009-05-03 14:11:10,2020-07-07 04:08:48,1,"After breaking out yesterday, I hope $TEL closes with a better looking candle than this.",[]
cryptoexp38560F,For CRYPTO SIGNALS: https://t.co/VOko3Gq52d and For FOREX SIGNALS: https://t.co/ReyJxe5rm8,,2,36,392,2020-02-24 09:36:03,2020-07-06 23:20:44,0,"$LINK TP1 hit 17% Profit so far 🔥👌🏻

For more Free signals, Join https://t.co/qwUemyFXOb

$UPP #mining $CNX $SNM $BTS $TEL $VIA $ELF #CRYPTO #ethereum $BTC $PIVX $AMB $EDG $ETH #tokens $EMC $THETA #bitcoin 53727 https://t.co/zUMW3SYTdt","[{'text': 'mining', 'indices': [95, 102]}, {'text': 'CRYPTO', 'indices': [133, 140]}, {'text': 'ethereum', 'indices': [141, 150]}, {'text': 'tokens', 'indices': [177, 184]}, {'text': 'bitcoin', 'indices': [197, 205]}]"
HEY_HONEYBADGER,"Kindly donate if I am helpful! 

#BTC-1B1tK3vu5AZtQWNc4Uuui1JnbzLqcuat6X

#ETH-0xb27ABcCC28A8aC4a0e2fa446FC8E",Moon,4605,830,18862,2018-05-26 23:53:27,2020-07-06 22:54:27,3,"Well, someone just market bought about 50,000,000 on 1 buy.. Biggest single buy we've seen in weeks.. It also cleared out all resistance back to 2.10++  Solid! Mabe thats a sign of whats to come?  $TEL",[]
FrankLambeek,Cryptocurrency Investor | ₿itcoin | Music | Fitness | Studying | FC Groningen & FC Barcelona | No financial advice |,The Netherlands,440,1904,40359,2009-06-26 14:18:06,2020-07-06 22:46:36,0,@paddystash $TEL will be fine https://t.co/YGKCTd6L6O,[]
trontrxhodl,Go tip me @goseedit,"East, England",516,966,7543,2017-12-31 16:09:39,2020-07-06 22:42:06,5,"$TEL already pushing back after the worst possible news a company / crypto could possibly have ... a CEO leaving. ⁦@telcoin_team⁩ is in good hands now. Claudio needed to leave!
.
.
.
$BTC $ETH #Altcoins #altseason https://t.co/Xrrvp6I7k3",[]
OlexKP,"🇵🇱 🇬🇧 Crypto - #Btc #Cro AplFintech #Telcoin - Hyperhydrosissufferer 😅💦 Psychologist, Football ⚽️ Agent - ABBA Robin Williams FFC Poland 🇵🇱 Dog lover","England, United Kingdom",2767,1839,35566,2018-08-23 10:39:12,2020-07-06 22:39:28,0,"@tel_fam We seem to be on same wavelength - still bullish on #Telcoin, but have bags of #Link #Vet #KNC &amp; considering #ADA 
Check out #Ubt","[{'text': 'Telcoin', 'indices': [61, 69]}, {'text': 'Link', 'indices': [88, 93]}, {'text': 'Vet', 'indices': [94, 98]}, {'text': 'KNC', 'indices': [99, 103]}, {'text': 'ADA', 'indices': [122, 126]}, {'text': 'Ubt', 'indices': [138, 142]}]"
paddystash,Crypto enthusiast | Lion Tamer | Memory Surgeon | All posts are my opinion and not investment advice | Link to my telegram https://t.co/UGzaok4vwF,"East Coast, USA",1482,14382,26082,2017-04-06 18:45:02,2020-07-06 22:33:34,3,"Well, someone just market bought about 50,000,000 on 1 buy.. Biggest single buy we've seen in weeks.. It also cleared out all resistance back to 2.10++  Solid! Mabe thats a sign of whats to come?  $TEL",[]
_leewarp,"Follow for best crypto alerts. All predictions based on info read from multiple sources. Bitcoin, Ethereum, Altcoins",,31,147,13496,2020-01-21 08:45:10,2020-07-06 22:24:16,2,New tokens I’ve picked up over the last couple weeks.  Paying off big time.  #ada #link #vet #knc ... Needed to diversify a bit.  I’m not missing out on these gains.  I need my fave #telcoin to come through.  Still holding 💪 #telfam,"[{'text': 'ada', 'indices': [90, 94]}, {'text': 'link', 'indices': [95, 100]}, {'text': 'vet', 'indices': [101, 105]}, {'text': 'knc', 'indices': [106, 110]}]"
glareone,Tweets are opinions not investment advice. Find it first that is my motto! #FINDITFIRST,,59,772,11327,2012-12-11 18:40:01,2020-07-06 22:07:54,0,EV Manufacturers look to be next breakout potentials. Will post charts in the morning. $APH  $APTV  $BWA  $DLPH  $MGA  $TEL Remember someone needs to make the electrical components for all these new vehicles. #FINDITFIRST,"[{'text': 'FINDITFIRST', 'indices': [209, 221]}]"
murmelt1er,😎 #tron #trx #igg #tel #apl #hot,Schweiz,241,146,4518,2018-03-31 11:31:05,2020-07-06 21:43:53,2,New tokens I’ve picked up over the last couple weeks.  Paying off big time.  #ada #link #vet #knc ... Needed to diversify a bit.  I’m not missing out on these gains.  I need my fave #telcoin to come through.  Still holding 💪 #telfam,"[{'text': 'ada', 'indices': [90, 94]}, {'text': 'link', 'indices': [95, 100]}, {'text': 'vet', 'indices': [101, 105]}, {'text': 'knc', 'indices': [106, 110]}]"
tel_fam,Telcoin Bull | Creator of https://t.co/ISpFDfCUyC | Dad of ☝️✌️| Telcoin Ambassador,USA,239,278,436,2019-08-18 04:11:08,2020-07-06 21:23:21,2,New tokens I’ve picked up over the last couple weeks.  Paying off big time.  #ada #link #vet #knc ... Needed to diversify a bit.  I’m not missing out on these gains.  I need my fave #telcoin to come through.  Still holding 💪 #telfam,"[{'text': 'ada', 'indices': [77, 81]}, {'text': 'link', 'indices': [82, 87]}, {'text': 'vet', 'indices': [88, 92]}, {'text': 'knc', 'indices': [93, 97]}, {'text': 'telcoin', 'indices': [182, 190]}, {'text': 'telfam', 'indices': [225, 232]}]"
Szymonie1,,,352,38,1507,2017-06-14 20:45:42,2020-07-06 20:45:16,0,"@CryptoWizardd What's your take on $tel $telcoin, saw that you following their Twitter",[]
cryptoexp70924G,For CRYPTO SIGNALS: https://t.co/VOko3Gq52d and For FOREX SIGNALS: https://t.co/ReyJxe5rm8,,2,79,687,2019-06-08 13:07:57,2020-07-06 20:36:21,0,"$ICX All targets Hit! 15% Profit 🚀🔥

For 10x gains, join https://t.co/iGMJl8VS1u

$STORM $ELF $MANA $GRS $SNM #mining $ETH $QASH #bitcoin #CRYPTO #tokens $BTC $UPP $NULS $POWR $CNX $VIA #ethereum $TEL 76465 https://t.co/uXfAVI8nUe","[{'text': 'mining', 'indices': [110, 117]}, {'text': 'bitcoin', 'indices': [129, 137]}, {'text': 'CRYPTO', 'indices': [138, 145]}, {'text': 'tokens', 'indices': [146, 153]}, {'text': 'ethereum', 'indices': [186, 195]}]"
Del_Ryp,"Wheeler-Dealer in the cryptocurrency markets. | He who dares wins, he who hesitates don’t. | Demoillionaire | Hexillionaire | Telillionaire |",,582,600,20404,2016-09-22 21:32:46,2020-07-06 20:13:15,0,"OMG check it out ‼️ Let me $TEL you what you ain’t $ERD 

#Elrond 580% + parabola = buy more don’t miss out 😁🚀🌒 

#ERD https://t.co/Qf32veIqpW","[{'text': 'Elrond', 'indices': [58, 65]}, {'text': 'ERD', 'indices': [114, 118]}]"
spottingstocks2,Second account of @spotting_stocks.   Check out my book: https://t.co/AfAD25obLe,,0,138,852,2018-01-25 18:40:51,2020-07-06 19:44:32,0,"A Beginner’s Guide to Stock Investing. 

On Amazon. 

Link: https://t.co/Nm3L7G4Zzw 

$SWKS $SLG $SNA $SO $LUV $SPGI $SWK $SBUX $STT $SRCL $SYK $STI $SIVB $SYMC $SYF $SNPS $SYY $TROW $TTWO $TPR $TGT $TEL $FTI $TXN $TXT $TMO $TIF $TWTR $TJX $TMK $TSS $TSCO $TDG $TRV $TRIP $FOX https://t.co/Xv6VHg6BPn",[]
Szymonie1,,,352,38,1507,2017-06-14 20:45:42,2020-07-06 18:29:12,12,"$TEL update here.. the CEO of abruptly left the team yesterday for unknown reasons. People have been asking me my opinion on that and the project itself. Here is what I have to say..

I'm thrilled to be honest!!! They needed to make changes because they has non stop issues. https://t.co/YrXq876SZU",[]
murmelt1er,😎 #tron #trx #igg #tel #apl #hot,Schweiz,241,146,4518,2018-03-31 11:31:05,2020-07-06 18:19:58,5,"$TEL already pushing back after the worst possible news a company / crypto could possibly have ... a CEO leaving. ⁦@telcoin_team⁩ is in good hands now. Claudio needed to leave!
.
.
.
$BTC $ETH #Altcoins #altseason https://t.co/Xrrvp6I7k3",[]
gol_crypto,Cheering for $ZIL $VER $XRP $BTC $NEO $ADA $MCO $TEL $FTM $ETN $ERD,,63,28,542,2020-02-16 10:26:37,2020-07-06 17:55:04,5,"$TEL already pushing back after the worst possible news a company / crypto could possibly have ... a CEO leaving. ⁦@telcoin_team⁩ is in good hands now. Claudio needed to leave!
.
.
.
$BTC $ETH #Altcoins #altseason https://t.co/Xrrvp6I7k3",[]
woosaholistic,Full-time Engineer | Part-time PH/US Stock Trader 🐻,Republika ng Pilipinas,44,328,194,2020-04-02 19:24:04,2020-07-06 17:39:12,0,Update : $TEL hits 52-week high. https://t.co/JDkxwkk4vq,[]
hyumialert,Discord: https://t.co/cWYTyut5iI How to trade alerts ::https://t.co/xuAwRO3Vgd Opinions only — NOT INVESTMENT ADVICE.,,0,391,25399,2020-04-11 09:25:20,2020-07-06 17:36:58,0,"https://t.co/npsA48b4gi

3 months 10 bucks offer for 4 th July  Week !!
$BA, $CFG, $FANG, $LNC, $TD, $TEL, $VFC   to Calls_May_be_Swing ($SL 20%) .]  =",[]
ThinkDiffG,"*CONSCIOUSNESS
*FITTER
*SATURATION DIVER
*TECH JUNKY
*CRYPTO",Here,1249,289,2495,2018-05-12 23:39:57,2020-07-06 15:54:41,0,@paddystash $Tel me when Team announcement? Little unprofessional don't you think? About to release beta testing results and CEO jumps ship. After 3 years weird🤔,[]
Jaseore,Anything is possible,"Ditchingham, England",310,79,334,2009-10-05 17:14:52,2020-07-06 15:39:15,6,"🔥 $WABI 
🔥7 MILLOK MARKET CAP
🔥VOLUME INCREASE
🔥EASY GAINS, THIS WEEK 100% EASY.
🔥 BIG NEWS ,EXCHANGE LISTING,DONT MISS OUT

 $enj $link $poly $chr $hive $etc $neo $lto $bitc $vra $wrx $theta $vidt $ren $tel $coti $dag $chr $rsr $zrx $sntvt $chz  $xrp $eth $ada $trx $xvg https://t.co/2xZocNOwkY",[]
Bitcoin143,"🌙.........🔭 @digitalbitsorg , #hodl my beer 🍺",The Moon,783,874,9874,2016-10-12 23:32:02,2020-07-06 15:17:24,0,$tel = disappointed..,[]
MapexMasterDrum,"Jesus Christ is my Lord and Savior. Husband, Dad, Drummer. Mark 8:36",,883,363,13222,2015-06-05 10:31:37,2020-07-06 14:47:46,0,"@paddystash Hopefully $tel, @telcoin_team  , #telcoin gets it together by then.","[{'text': 'telcoin', 'indices': [45, 53]}]"
sanjivbahari,,"London, England",0,2,6,2020-06-27 14:26:27,2020-07-06 14:44:51,0,"Telcoin had so much potential but a noob team fucked it all up. Starting fiat to fiat? WTF? Thats not banking the unbanked. CEO left, all team left, only some cowboys from the States still in team, like Pauls cousin, the leaking snitch. Have been warning ⚠️. $TEL #Telcoin #telfam","[{'text': 'Telcoin', 'indices': [264, 272]}, {'text': 'telfam', 'indices': [273, 280]}]"
sanjivbahari,,"London, England",0,2,6,2020-06-27 14:26:27,2020-07-06 14:40:57,0,"Fuck you @telcoin_team ! You guys are the worst! ICO participants invested because of your WP, now you removed your WP, changed all plans! You was supposed to bank the unbanked and not bank the banked! Fuck you scammers! You closed your telegram. Fuck you! #Telfam #Telcoin $TEL","[{'text': 'Telfam', 'indices': [257, 264]}, {'text': 'Telcoin', 'indices': [265, 273]}]"
burghlife48,Separation comes from preparation! Painter by Day... #RipMacMiller Crypto Investor 24/7 #HODL. #AnimalLover #Bitcoin #MagicalInternetMonies,"Pittsburgh, PA #412 ",4894,2560,59126,2010-10-19 15:35:16,2020-07-06 14:01:00,0,$Tel with the standard Pump Fake #HutHut,"[{'text': 'HutHut', 'indices': [33, 40]}]"
mkl1896,• Limited Edition • cryptofreak • NL TR,,714,190,5242,2017-07-07 23:43:21,2020-07-06 13:41:25,1,"Got my $TEL hat on for good luck..😭😭😭😭

An update from the new CEO is likely coming in the next few days.. HOPING it gives a boost to the community moral as delays have killed momentum",[]
paddystash,Crypto enthusiast | Lion Tamer | Memory Surgeon | All posts are my opinion and not investment advice | Link to my telegram https://t.co/UGzaok4vwF,"East Coast, USA",1482,14382,26082,2017-04-06 18:45:02,2020-07-06 13:25:54,1,"Got my $TEL hat on for good luck..😭😭😭😭

An update from the new CEO is likely coming in the next few days.. HOPING it gives a boost to the community moral as delays have killed momentum",[]
Paul__Brainy,HODLING:♥ $LEND ♥ $TOMO $UTK $ICX $TEL $AMB $CHX $SKY $QSP                                     WATCHING: $UOS $MITX $REN $AVA $NKN $PDT $CHR $QLC $OPQ $WRX $TFD,,1208,641,12064,2018-01-11 12:32:15,2020-07-06 13:25:09,0,"@telcoin_team  $TEL #Telcoin 
How much longer do we have to wait for the statement? That's completely irresponsible of you. Are you aware that this is to the detriment of the company?","[{'text': 'Telcoin', 'indices': [20, 28]}]"
shashikant_97,,,166,7,39,2010-05-07 11:32:48,2020-07-06 13:21:34,1,"Fraud alert ⚠, They can change their contact address without notify users, then all ur token will be worthless. My millions of token are now worthless, stay away from @telcoin_team #telcoin #crypto @hitbtc was the culprit exchange. #Bitcoin #fraud",[]
MichalFutera,"Franchise fan, equity and realestate crowdinvestor. Entrepreneurship promoter. 

Tweets are not financial advice

Privately fan of martial arts and retro games.",The Netherlands,694,420,6510,2010-03-01 10:33:39,2020-07-06 11:12:00,1,$TEL in Downtrend: RSI indicator exits overbought zone. View odds for this and other indicators: https://t.co/3FLngt0QJE #TEConnectivityLtdRegisteredShares #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/dUnzDuETtc,[]
Tickeron,Follow us to receive trading signals from our A.I.,"Sunnyvale, CA",788,4919,688912,2011-09-16 20:46:39,2020-07-06 11:11:38,1,$TEL in Downtrend: RSI indicator exits overbought zone. View odds for this and other indicators: https://t.co/3FLngt0QJE #TEConnectivityLtdRegisteredShares #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/dUnzDuETtc,"[{'text': 'TEConnectivityLtdRegisteredShares', 'indices': [121, 155]}, {'text': 'stockmarket', 'indices': [156, 168]}, {'text': 'stock', 'indices': [169, 175]}, {'text': 'technicalanalysis', 'indices': [176, 194]}, {'text': 'money', 'indices': [195, 201]}, {'text': 'trading', 'indices': [202, 210]}, {'text': 'investing', 'indices': [211, 221]}, {'text': 'daytrading', 'indices': [222, 233]}, {'text': 'news', 'indices': [234, 239]}, {'text': 'today', 'indices': [240, 246]}]"
Crystar82521258,,,717,30,947,2019-02-25 21:52:54,2020-07-06 10:38:00,1,"$IOST almost no resistance afther 82 sats💪 pump like $VET this week 

$enj $link $poly $chr $hive $etc $neo $lto $bitc $vra $wrx $theta $vidt $ren $tel $coti $dag $chr $rsr $zrx $sntvt $chz  $xrp $eth $ada $trx $xvg $snt $bnb $zil $btc",[]
murmelt1er,😎 #tron #trx #igg #tel #apl #hot,Schweiz,241,146,4518,2018-03-31 11:31:05,2020-07-06 10:01:54,1,"Sats: 0.00000002 BTC

24h change: (3.79%)

USD: $0.000191
MarketCap: (983.78601502 BTC - 38,833 ETH)
Volume: $71,699.27 USD
Circulating Supply: 47,245,810,799 TEL

$TEL #TEL #Telcoin @Telcoin_team #SendMoneySmarter #FinTech #FinancialInclusion",[]
TelcoinDaily,Shares the price and relevant information about #Telcoin every day #TEL | $TEL | #FinancialInclusion | #Fintech | #Blockchain | #Crypto #SendMoneySmarter,Server,234,552,1844,2019-01-15 09:52:17,2020-07-06 10:00:03,1,"Sats: 0.00000002 BTC

24h change: (3.79%)

USD: $0.000191
MarketCap: (983.78601502 BTC - 38,833 ETH)
Volume: $71,699.27 USD
Circulating Supply: 47,245,810,799 TEL

$TEL #TEL #Telcoin @Telcoin_team #SendMoneySmarter #FinTech #FinancialInclusion","[{'text': 'TEL', 'indices': [169, 173]}, {'text': 'Telcoin', 'indices': [174, 182]}, {'text': 'SendMoneySmarter', 'indices': [197, 214]}, {'text': 'FinTech', 'indices': [215, 223]}, {'text': 'FinancialInclusion', 'indices': [224, 243]}]"
CCribz,🧠#Crypto #Blockchain advocate & educator | 🔎Vision on #Fintech| 🇻🇪🇪🇸🇱🇺 |🌴Enjoying life. Plan ₳ / ₿ / C,Nederland,1096,948,14413,2018-05-28 14:29:33,2020-07-06 08:25:32,1,"Here the verification from @salamantex , leverager of the A1 Payments mobile network in Austria 

Does remind me a lot of #Telcoin

https://t.co/ipiMLxu7eI",[]
cryptoexp94174E,For CRYPTO SIGNALS: https://t.co/VOko3Gq52d and For FOREX SIGNALS: https://t.co/ReyJxe5rm8,,2,76,713,2019-06-05 18:49:13,2020-07-06 08:05:23,0,"$AION Target Hit! 35% Profit🔥💥

For 10x gains, join https://t.co/KacTkRLeyH

#mining #tokens $MANA $CNX #CRYPTO $SNM $STORM $BTC $ETH $NULS $ELF $QASH $GRS #ethereum $TEL $VIA $POWR $UPP #bitcoin 88435 https://t.co/PUDOZvORfC","[{'text': 'mining', 'indices': [77, 84]}, {'text': 'tokens', 'indices': [85, 92]}, {'text': 'CRYPTO', 'indices': [104, 111]}, {'text': 'ethereum', 'indices': [156, 165]}, {'text': 'bitcoin', 'indices': [187, 195]}]"
